Country,ISO3_Code,Month,tmin,tmax
Tunisia,TUN,October,11,39
Tunisia,TUN,September,8,41
Turkmenistan,TKM,April,-2,38
Turkmenistan,TKM,August,8,44
Turkmenistan,TKM,December,-16,21
Turkmenistan,TKM,February,-25,26
Turkmenistan,TKM,January,-22,19
Turkmenistan,TKM,July,12,49
Turkmenistan,TKM,June,12,46
Turkmenistan,TKM,March,-10,32
Turkmenistan,TKM,May,5,44
Turkmenistan,TKM,November,-18,25
Turkmenistan,TKM,October,-12,36
Turkmenistan,TKM,September,0,43
Tuvalu,TUV,April,21,35
Tuvalu,TUV,August,24,33
Tuvalu,TUV,December,24,34
Tuvalu,TUV,February,24,34
Tuvalu,TUV,January,21,34
Tuvalu,TUV,July,24,33
Tuvalu,TUV,June,24,33
Tuvalu,TUV,March,21,34
Tuvalu,TUV,May,23,33
Tuvalu,TUV,November,24,40
Tuvalu,TUV,October,22,34
Tuvalu,TUV,September,22,34
Türkiye,TUR,April,2,30
Türkiye,TUR,August,12,34
Türkiye,TUR,December,-5,25
Türkiye,TUR,February,-4,24
Türkiye,TUR,January,-5,24
Türkiye,TUR,July,14,35
Türkiye,TUR,June,11,35
Türkiye,TUR,March,-3,28
Türkiye,TUR,May,5,34
Türkiye,TUR,November,0,31
Türkiye,TUR,October,3,30
Türkiye,TUR,September,9,34
Ukraine,UKR,April,-5,28
Ukraine,UKR,August,4,35
Ukraine,UKR,December,-18,14
Ukraine,UKR,February,-22,15
Ukraine,UKR,January,-26,14
Ukraine,UKR,July,6,35
Ukraine,UKR,June,3,34
Ukraine,UKR,March,-21,22
Ukraine,UKR,May,-1,30
Ukraine,UKR,November,-14,21
Ukraine,UKR,October,-6,26
Ukraine,UKR,September,-2,35
United Arab Emirates,ARE,April,17,43
United Arab Emirates,ARE,August,30,49
United Arab Emirates,ARE,December,14,32
United Arab Emirates,ARE,February,11,36
United Arab Emirates,ARE,January,12,31
United Arab Emirates,ARE,July,28,48
United Arab Emirates,ARE,June,25,48
United Arab Emirates,ARE,March,14,40
United Arab Emirates,ARE,May,22,45
United Arab Emirates,ARE,November,17,38
United Arab Emirates,ARE,October,21,43
United Arab Emirates,ARE,September,26,46
United Kingdom,GBR,April,-5,14
United Kingdom,GBR,August,6,20
United Kingdom,GBR,December,-5,13
United Kingdom,GBR,February,-5,11
United Kingdom,GBR,January,-6,12
United Kingdom,GBR,July,5,23
United Kingdom,GBR,June,3,22
United Kingdom,GBR,March,-6,13
United Kingdom,GBR,May,-2,20
United Kingdom,GBR,November,-2,14
United Kingdom,GBR,October,1,16
United Kingdom,GBR,September,4,21
United States,USA,April,-33,4
United States,USA,August,-3,24
United States,USA,December,-38,4
United States,USA,February,-43,1
United States,USA,January,-39,2
United States,USA,July,-2,23
United States,USA,June,-9,23
United States,USA,March,-42,1
United States,USA,May,-21,8
United States,USA,November,-33,2
United States,USA,October,-27,7
United States,USA,September,-14,16
United States Minor Outlying Islands,UMI,April,25,29
United States Minor Outlying Islands,UMI,August,25,30
United States Minor Outlying Islands,UMI,December,25,30
United States Minor Outlying Islands,UMI,February,25,28
United States Minor Outlying Islands,UMI,January,25,29
United States Minor Outlying Islands,UMI,July,26,30
United States Minor Outlying Islands,UMI,June,24,30
United States Minor Outlying Islands,UMI,March,25,29
United States Minor Outlying Islands,UMI,May,25,30
United States Minor Outlying Islands,UMI,November,24,30
United States Minor Outlying Islands,UMI,October,24,29
United States Minor Outlying Islands,UMI,September,25,30
Uruguay,URY,April,2,32
Uruguay,URY,August,-2,33
Uruguay,URY,December,10,40
Uruguay,URY,February,7,39
Uruguay,URY,January,10,41
Uruguay,URY,July,-2,29
Uruguay,URY,June,-3,29
Uruguay,URY,March,5,38
Uruguay,URY,May,0,30
Uruguay,URY,November,6,36
Uruguay,URY,October,4,34
Uruguay,URY,September,-3,35
Uzbekistan,UZB,April,2,35
Uzbekistan,UZB,August,9,40
Uzbekistan,UZB,December,-22,13
Uzbekistan,UZB,July,15,42
Uzbekistan,UZB,June,13,40
Uzbekistan,UZB,May,8,36
Uzbekistan,UZB,November,-3,21
Uzbekistan,UZB,October,-3,28
Uzbekistan,UZB,September,6,31
Vanuatu,VUT,April,20,34
Vanuatu,VUT,August,19,36
Vanuatu,VUT,December,2,34
Vanuatu,VUT,February,20,35
Vanuatu,VUT,January,20,34
Vanuatu,VUT,July,20,34
Vanuatu,VUT,June,20,34
Vanuatu,VUT,March,15,35
Vanuatu,VUT,May,19,34
Vanuatu,VUT,November,20,38
Vanuatu,VUT,October,20,32
Vanuatu,VUT,September,20,38
"Venezuela, Bolivarian Republic of",VEN,April,16,40
"Venezuela, Bolivarian Republic of",VEN,August,0,38
"Venezuela, Bolivarian Republic of",VEN,December,15,38
"Venezuela, Bolivarian Republic of",VEN,February,0,38
"Venezuela, Bolivarian Republic of",VEN,January,0,38
"Venezuela, Bolivarian Republic of",VEN,July,15,37
"Venezuela, Bolivarian Republic of",VEN,June,15,38
"Venezuela, Bolivarian Republic of",VEN,March,16,40
"Venezuela, Bolivarian Republic of",VEN,May,0,39
"Venezuela, Bolivarian Republic of",VEN,November,0,37
"Venezuela, Bolivarian Republic of",VEN,October,16,39
"Venezuela, Bolivarian Republic of",VEN,September,0,38
Viet Nam,VNM,April,10,38
Viet Nam,VNM,August,20,34
Viet Nam,VNM,December,2,30
Viet Nam,VNM,February,0,35
Viet Nam,VNM,January,1,32
Viet Nam,VNM,July,19,40
Viet Nam,VNM,June,17,37
Viet Nam,VNM,March,7,38
Viet Nam,VNM,May,15,41
Viet Nam,VNM,November,9,32
Viet Nam,VNM,October,12,34
Viet Nam,VNM,September,15,35
"Virgin Islands, U.S.",VIR,April,21,33
"Virgin Islands, U.S.",VIR,August,23,35
"Virgin Islands, U.S.",VIR,December,8,33
"Virgin Islands, U.S.",VIR,February,19,31
"Virgin Islands, U.S.",VIR,January,18,31
"Virgin Islands, U.S.",VIR,July,23,34
"Virgin Islands, U.S.",VIR,June,23,34
"Virgin Islands, U.S.",VIR,March,18,32
"Virgin Islands, U.S.",VIR,May,4,34
"Virgin Islands, U.S.",VIR,November,21,32
"Virgin Islands, U.S.",VIR,October,18,34
"Virgin Islands, U.S.",VIR,September,23,36
Western Sahara,ESH,April,14,26
Western Sahara,ESH,August,20,40
Western Sahara,ESH,December,14,30
Western Sahara,ESH,February,10,34
Western Sahara,ESH,January,12,28
Western Sahara,ESH,July,18,38
Western Sahara,ESH,June,16,36
Western Sahara,ESH,March,12,32
Western Sahara,ESH,May,16,32
Western Sahara,ESH,November,14,32
Western Sahara,ESH,October,18,36
Western Sahara,ESH,September,20,32
Zambia,ZMB,April,13,29
Zambia,ZMB,August,10,32
Zambia,ZMB,December,15,33
Zambia,ZMB,February,15,29
Zambia,ZMB,January,15,29
Zambia,ZMB,July,8,29
Zambia,ZMB,June,9,30
Zambia,ZMB,March,15,31
Zambia,ZMB,May,10,28
Zambia,ZMB,November,15,34
Zambia,ZMB,October,13,36
Zambia,ZMB,September,13,34
Zimbabwe,ZWE,April,7,30
Zimbabwe,ZWE,August,3,32
Zimbabwe,ZWE,December,12,35
Zimbabwe,ZWE,February,12,34
Zimbabwe,ZWE,January,11,34
Zimbabwe,ZWE,July,2,28
Zimbabwe,ZWE,June,2,28
Zimbabwe,ZWE,March,11,31
Zimbabwe,ZWE,May,4,28
Zimbabwe,ZWE,November,9,36
Zimbabwe,ZWE,October,6,36
Zimbabwe,ZWE,September,4,35
